Name, BaseDamage, BaseDamageType, AreaDamageType, DetDamageType, ShieldDamageType, LargeGridModifier, SmallGridModifier, ArmorModifier, LightArmorModifier, HeavyArmorModifier, NonArmorModifier, ShieldsModifier, ShieldBypass, FragmentName, FragmentQuanty, FragmentDegrees, BBHRadius, BBHDamage, BBHDepth, BBHMaxAbsorb, BBHFalloff, EOLRadius, EOLDamage, EOLDepth, EOLMaxAbsorb, EOLFalloff, AccelPerSec, MaxSpeed, MaxTrajectory, MaxLifeTime
Artillery Shell, 17000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 500, 3500, 600
Large Railgun Slug, 50000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 5, -1, None, 0, 0, 5, 5, 1, 0, Pooled, 0, 0, 0, 0, NoFallOff, 0, 2000, 5000, 300
Small Railgun Slug, 8000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1000, 3500, 300
R75ammo, 3100, Kinetic, Energy, Energy, Kinetic, -1, 0.3, -1, -1, 2, 0.8, 1.5, -1, railgunShrapnel, 3, 45, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 8000, 200
railgunShrapnel, 3000, Kinetic, Energy, Energy, Kinetic, -1, 0.2, -1, -1, -1, 0.8, 1.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 15, 20
RailFXshots, 500, Energy, Energy, Energy, Energy, -1, 0.5, -1, -1, -1, -1, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 1000, 60
RailFXshots2, 1, Kinetic, Energy, Energy, Kinetic, -1, 0.1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1300, 400, 60
R75ammo, 3100, Kinetic, Energy, Energy, Kinetic, -1, 0.3, -1, -1, 2, 0.8, 1.5, -1, railgunShrapnel, 3, 45, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 8000, 200
railgunShrapnel, 3000, Kinetic, Energy, Energy, Kinetic, -1, 0.2, -1, -1, -1, 0.8, 1.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 15, 20
RailFXshots, 500, Energy, Energy, Energy, Energy, -1, 0.5, -1, -1, -1, -1, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 1000, 60
RailFXshots2, 1, Kinetic, Energy, Energy, Kinetic, -1, 0.1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1300, 400, 60
R150ammo, 18000, Kinetic, Energy, Energy, Kinetic, -1, 0.2, -1, -1, 2, 0.8, 1.5, -1, railgunShrapnel2, 3, 45, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2500, 10000, 440
railgunShrapnel2, 8000, Kinetic, Energy, Energy, Kinetic, -1, 0.5, -1, -1, -1, 0.8, 1.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 500, 25, 60
RailFXshot, 800, Energy, Energy, Energy, Energy, -1, 0.1, -1, -1, -1, -1, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2500, 1200, 60
RailFXshot2, 1, Kinetic, Energy, Energy, Kinetic, -1, 0.1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1100, 500, 60
railgunShrapnel2B, 80, Kinetic, Energy, Energy, Kinetic, -1, 0.5, -1, -1, -1, -1, 0.1, -1, railgunShrapnel2, 15, 90, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2200, 85, 30
R150ammo, 18000, Kinetic, Energy, Energy, Kinetic, -1, 0.2, -1, -1, 2, 0.8, 1.5, -1, railgunShrapnel2, 3, 45, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2500, 10000, 440
railgunShrapnel2, 8000, Kinetic, Energy, Energy, Kinetic, -1, 0.5, -1, -1, -1, 0.8, 1.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 500, 25, 60
RailFXshot, 800, Energy, Energy, Energy, Energy, -1, 0.1, -1, -1, -1, -1, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2500, 1200, 60
RailFXshot2, 1, Kinetic, Energy, Energy, Kinetic, -1, 0.1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1100, 500, 60
railgunShrapnel2B, 80, Kinetic, Energy, Energy, Kinetic, -1, 0.5, -1, -1, -1, -1, 0.1, -1, railgunShrapnel2, 15, 90, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2200, 85, 30
R250ammo, 32500, Kinetic, Energy, Energy, Kinetic, -1, 0.2, -1, -1, 2, 0.8, 1.5, -1, railgunShrapnel3, 3, 65, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 10000, 440
railgunShrapnel3, 10000, Kinetic, Energy, Energy, Kinetic, -1, 0.3, -1, -1, -1, 0.8, 1.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 35, 20
RailFXshotl, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 1400, 60
RailFXshotl2, 1, Kinetic, Energy, Energy, Kinetic, -1, 0.1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1100, 500, 60
R250ammo, 32500, Kinetic, Energy, Energy, Kinetic, -1, 0.2, -1, -1, 2, 0.8, 1.5, -1, railgunShrapnel3, 3, 65, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 10000, 440
railgunShrapnel3, 10000, Kinetic, Energy, Energy, Kinetic, -1, 0.3, -1, -1, -1, 0.8, 1.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 35, 20
RailFXshotl, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 1400, 60
RailFXshotl2, 1, Kinetic, Energy, Energy, Kinetic, -1, 0.1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1100, 500, 60
R250ammo, 32500, Kinetic, Energy, Energy, Kinetic, -1, 0.2, -1, -1, 2, 0.8, 1.5, -1, railgunShrapnel3, 3, 65, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 10000, 440
railgunShrapnel3, 10000, Kinetic, Energy, Energy, Kinetic, -1, 0.3, -1, -1, -1, 0.8, 1.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 35, 20
RailFXshotl, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 1400, 60
RailFXshotl2, 1, Kinetic, Energy, Energy, Kinetic, -1, 0.1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1100, 500, 60
R250ammo, 32500, Kinetic, Energy, Energy, Kinetic, -1, 0.2, -1, -1, 2, 0.8, 1.5, -1, railgunShrapnel3, 3, 65, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 10000, 440
railgunShrapnel3, 10000, Kinetic, Energy, Energy, Kinetic, -1, 0.3, -1, -1, -1, 0.8, 1.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 35, 20
RailFXshotl, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 1400, 60
RailFXshotl2, 1, Kinetic, Energy, Energy, Kinetic, -1, 0.1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1100, 500, 60
R250ammo, 32500, Kinetic, Energy, Energy, Kinetic, -1, 0.2, -1, -1, 2, 0.8, 1.5, -1, railgunShrapnel3, 3, 65, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 10000, 440
railgunShrapnel3, 10000, Kinetic, Energy, Energy, Kinetic, -1, 0.3, -1, -1, -1, 0.8, 1.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 35, 20
RailFXshotl, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 1400, 60
RailFXshotl2, 1, Kinetic, Energy, Energy, Kinetic, -1, 0.1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1100, 500, 60
AMSLaser, 7, Energy, Energy, Energy, Energy, 0.1, 0.1, -1, -1, 0, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 1500, 0
30mmAmmoT, 50, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, 30mmAmmoTR, 1, 120, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 0, 800, 2200, 200
30mmAmmoAP, 120, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, 1.5, 0.3, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmAmmoHE, 1, Kinetic, Energy, Energy, Kinetic, 0.4, -1, -1, 5, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 20, 0.5, 0, Linear, 0, 800, 2200, 200
30mmDUAmmo, 1, Kinetic, Energy, Energy, Kinetic, 0.3, -1, -1, 5, 0.1, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 30, 0.5, 0, Linear, 0, 800, 2200, 200
30mmAmmoDU, 180, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, -1, 0.4, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmCRAMAmmo, 1, Kinetic, Energy, Energy, Energy, 0.3, -1, -1, 0.8, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 30, 0.5, 0, Linear, 0, 1000, 2000, 200
30mmCRAMAmmoS, 1, Kinetic, Energy, Energy, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 810, 200, 8
30mmAmmoTR, 5, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 75, 200, 120
30mmAmmoBlank, 1, Kinetic, Energy, Energy, Kinetic, 0.4, -1, -1, -1, 0.01, -1, 1.2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 10, 20
30mmAmmoBlank2, 1, Kinetic, Energy, Energy, Kinetic, 0.4, -1, -1, -1, 0.01, -1, 1.2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 10, 20
30mmAmmoTT, 50, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, 30mmAmmoTR, 1, 100, 0, 0, 0, 0, NoFallOff, 0.5, 1, 0, 0, Curve, 0, 800, 2200, 200
30mmAmmoAP, 120, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, 1.5, 0.3, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmAmmoHE, 1, Kinetic, Energy, Energy, Kinetic, 0.4, -1, -1, 5, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 20, 0.5, 0, Linear, 0, 800, 2200, 200
30mmDUAmmoT, 1, Kinetic, Energy, Energy, Kinetic, 0.3, -1, -1, -1, 0.1, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 30, 0.5, 0, Linear, 0, 800, 2200, 200
30mmAmmoDU, 180, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, -1, 0.4, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmCRAMAmmo, 1, Kinetic, Energy, Energy, Energy, 0.3, -1, -1, 0.8, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 30, 0.5, 0, Linear, 0, 1000, 2000, 200
30mmCRAMAmmoS, 1, Kinetic, Energy, Energy, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 810, 200, 8
30mmAmmoTR, 5, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 75, 200, 120
LV203mmammo, 1, Energy, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, H203ShrapBase, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 300, 0, 0, InvCurve, 0, 125, 20000, 3000
MV203mmammo, 1, Energy, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, H203ShrapBase, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 300, 0, 0, InvCurve, 0, 225, 20000, 3000
HV203mmammo, 1, Kinetic, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, H203ShrapBase, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 300, 0, 0, InvCurve, 0, 325, 20000, 3000
H203mmammoShrap, 200, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 300, 60
H203ShrapBase, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.4, -1, 0.9, 0.4, 0.8, 4, -1, H203mmammoShrap, 50, 360, 0, 0, 0, 0, NoFallOff, 5, 7500, 0, 0, Pooled, 0, 0, 5, 5
HVF203mmammo, 1, Kinetic, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, -1, 3, -1, H203ShrapBase, 1, 0, 0, 0, 0, 0, NoFallOff, 2, 2000, 4, 0, Linear, 0, 325, 3500, 780
Flak100mm, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.5, -1, -1, 0.4, -1, 4, -1, C100mmShrapnelbase, 1, 0, 0, 0, 0, 0, NoFallOff, 20, 0.1, 0, 0, Pooled, 0, 800, 2500, 400
C100mmShrapnel, 150, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 0.5, -1, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 50, 20
C100mmShrapnelbase, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.5, -1, -1, 0.4, 0.8, 4, -1, C100mmShrapnel, 25, 80, 0, 0, 0, 0, NoFallOff, 2.5, 2000, 0, 0, Pooled, 0, 0, 2, 3
HE100mm, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.5, -1, -1, 0.4, -1, 4, -1, C100mmShrapnelbase, 1, 0, 0, 0, 0, 0, NoFallOff, 2.5, 50, 1, 0, InvCurve, 0, 800, 8000, 800
Flak200mm, 1, Energy, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, C200mmPDAOE, 1, 0, 0, 0, 0, 0, NoFallOff, 7.5, 100, 0, 0, InvCurve, 0, 650, 3500, 600
C200mmShrapnel, 200, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 40, 20
C200mmShrapnelbase, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, C200mmShrapnel, 50, 360, 0, 0, 0, 0, NoFallOff, 5, 7500, 0, 0, Pooled, 0, 0, 2, 3
HE203mm, 1, Energy, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, C200mmShrapnelbase, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 300, 0, 0, InvCurve, 0, 650, 8000, 1000
AP203mm, 2000, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.4, -1, -1, 1.5, 0.8, 1.5, -1, C200mmAPHEShrapbase, 1, 120, 0, 0, 0, 0, NoFallOff, 1, 0.1, 0, 0, Pooled, 0, 600, 8000, 1000
C200mmAPHEShrapbase, 6000, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.4, -1, -1, 1.5, 0.8, 1.5, -1, C200mmShrapnel, 25, 360, 0, 0, 0, 0, NoFallOff, 5, 200, 0, 0, InvCurve, 0, 100, 100, 200
C200mmPDAOE, 0.1, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, C200mmShrapnelbase, 1, 0, 0, 0, 0, 0, NoFallOff, 35, 0.1, 0, 0, Pooled, 0, 0, 1, 3
C300AP, 5100, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.3, -1, -1, 1.5, -1, 1.5, -1, C300mmAPHEShrapbase, 1, 120, 0, 0, 0, 0, NoFallOff, 1, 0.1, 0, 0, Pooled, 0, 500, 10000, 2000
C300mmShrapnel, 1000, Energy, Energy, Energy, Energy, -1, 0.5, -1, -1, 0.9, -1, 0.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 30, 20
C300HE, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.3, -1, 0.7, 0.4, 0.8, 6, -1, C300mmHEShrapbase, 1, 0, 0, 0, 0, 0, NoFallOff, 3.5, 4500, 0, 0, InvCurve, 0, 550, 10000, 2000
C300G, 6, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.2, -1, -1, 0.8, 0.8, 6, -1, C300GSecond, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 550, 4000, 30
C300GSecond, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.3, -1, -1, 0.4, 0.8, 6, -1, C300mmHEShrapbase, 1, 0, 0, 0, 0, 0, NoFallOff, 2, 1000, 0, 0, InvCurve, 200, 100, 4000, 1000
C300mmAPHEShrapbase, 14000, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.2, -1, -1, 1.5, 0.8, 1.5, -1, C300mmShrapnel, 25, 360, 0, 0, 0, 0, NoFallOff, 2.5, 5000, 0, 0, InvCurve, 0, 100, 100, 200
C300mmHEShrapbase, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.2, -1, -1, 0.4, 0.8, 6, -1, C300mmShrapnel, 25, 360, 0, 0, 0, 0, NoFallOff, 4, 30000, 0, 0, Pooled, 0, 100, 10, 100
C400AP, 16500, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.3, -1, -1, 2, 0.8, 2, -1, C400mmAPHEShrapbase, 1, 120, 0, 0, 0, 0, NoFallOff, 1, 0.1, 0, 0, Pooled, 0, 400, 10000, 2000
C400mmShrapnel, 2000, Kinetic, Kinetic, Kinetic, Energy, -1, 0.5, -1, 1.2, 0.8, 0.8, 0.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 30, 20
C400HE, 1, Kinetic, Energy, Energy, Energy, -1, 0.3, -1, 0.8, 0.4, -1, 6, -1, C400mmHEShrapbase, 1, 0, 0, 0, 0, 0, NoFallOff, 3.5, 2000, 0, 0, InvCurve, 0, 450, 10000, 2000
C400Cluster, 6, Kinetic, Energy, Energy, Kinetic, -1, 0.2, -1, -1, -1, -1, -1, -1, C400CSecond, 40, 25, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 400, 4000, 1000
C400mmAPHEShrapbase, 14000, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.2, -1, -1, 2, 0.8, 1.5, -1, C400mmShrapnel, 25, 360, 0, 0, 0, 0, NoFallOff, 3, 6000, 0, 0, InvCurve, 0, 100, 100, 200
C400CSecond, 10, Kinetic, Energy, Energy, Energy, -1, 0.3, -1, 0.7, 0.4, -1, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 2.5, 2175, 2, 0, InvCurve, 0, 150, 600, 1000
C400mmHEShrapbase, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.2, -1, -1, 0.8, 0.8, 8, -1, C400mmShrapnel, 25, 360, 0, 0, 0, 0, NoFallOff, 5, 58000, 0, 0, Pooled, 0, 100, 10, 100
30mmAmmoT, 50, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, 30mmAmmoTR, 1, 120, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 0, 800, 2200, 200
30mmAmmoAP, 120, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, 1.5, 0.3, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmAmmoHE, 1, Kinetic, Energy, Energy, Kinetic, 0.4, -1, -1, 5, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 20, 0.5, 0, Linear, 0, 800, 2200, 200
30mmDUAmmo, 1, Kinetic, Energy, Energy, Kinetic, 0.3, -1, -1, 5, 0.1, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 30, 0.5, 0, Linear, 0, 800, 2200, 200
30mmAmmoDU, 180, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, -1, 0.4, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmCRAMAmmo, 1, Kinetic, Energy, Energy, Energy, 0.3, -1, -1, 0.8, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 30, 0.5, 0, Linear, 0, 1000, 2000, 200
30mmCRAMAmmoS, 1, Kinetic, Energy, Energy, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 810, 200, 8
30mmAmmoTR, 5, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 75, 200, 120
30mmAmmoT, 50, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, 30mmAmmoTR, 1, 120, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 0, 800, 2200, 200
30mmAmmoAP, 120, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, 1.5, 0.3, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmAmmoHE, 1, Kinetic, Energy, Energy, Kinetic, 0.4, -1, -1, 5, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 20, 0.5, 0, Linear, 0, 800, 2200, 200
30mmDUAmmo, 1, Kinetic, Energy, Energy, Kinetic, 0.3, -1, -1, 5, 0.1, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 30, 0.5, 0, Linear, 0, 800, 2200, 200
30mmAmmoDU, 180, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, -1, 0.4, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmCRAMAmmo, 1, Kinetic, Energy, Energy, Energy, 0.3, -1, -1, 0.8, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 30, 0.5, 0, Linear, 0, 1000, 2000, 200
30mmCRAMAmmoS, 1, Kinetic, Energy, Energy, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 810, 200, 8
30mmAmmoTR, 5, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 75, 200, 120
C500AP, 16500, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.3, -1, -1, 2, -1, 1.5, -1, C500mmAPHEShrapbase, 1, 120, 0, 0, 0, 0, NoFallOff, 1, 0.1, 0, 0, Pooled, 0, 400, 10000, 2000
C500mmShrapnel, 3000, Energy, Energy, Energy, Energy, -1, 0.5, -1, -1, 0.9, -1, 0.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 40, 20
C500HE, 1, Kinetic, Energy, Energy, Energy, -1, 0.3, -1, 0.8, 0.4, 0.8, 8, -1, C500mmHEShrapbase, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 3000, 0, 0, InvCurve, 0, 450, 10000, 2000
